,date,debate_name,debate_section,speaker,speech,speaking_time_seconds,candidate,bow_representation
65,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,I mean that Mayor Bloomberg  Let think of it this way.  here in Charleston and you know who going to be in Charleston later this week is Donald Trump. He going to be here to raise money for his buddy Senator Lindsey Graham. Who funded Lindsey Graham campaign for re-election last time? It was Mayor Bloomberg.,20.0,True,"[('mayor', 2), ('bloomberg', 2), ('let', 1), ('charleston', 2), ('go', 2), ('later', 1), ('week', 1), ('donald', 1), ('trump', 1), ('raise', 1), ('money', 1), ('buddy', 1), ('senator', 1), ('lindsey', 2), ('graham', 2), ('who', 1), ('fund', 1), ('campaign', 1), ('reelection', 1)]"
66,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,And  not the only right-wing senator that Mayor Bloomberg has funded. In 2016 he dumped $12 million into the Pennsylvania Senate race to help re-elect an anti-choice right-wing Republican senator. And I just want to say the woman challenger was terrific. She lost by a single point. In 2012 he scooped in to try to defend another Republican senator against a woman challenger. That was me. It  work but he tried hard.,38.0,True,"[('and', 2), ('rightwing', 2), ('mayor', 1), ('bloomberg', 1), ('fund', 1), ('dumped', 1), ('million', 1), ('pennsylvania', 1), ('senate', 1), ('race', 1), ('reelect', 1), ('antichoice', 1), ('republican', 2), ('woman', 2), ('challenger', 2), ('terrific', 1), ('she', 1), ('lose', 1), ('scoop', 1), ('defend', 1), ('another', 1), ('that', 1), ('work', 1), ('try', 1), ('hard', 1)]"
67,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,I  care how much money Mayor Bloomberg has. The core of the Democratic Party will never trust him. He has not earned their trust. I will. And the fact that he cannot earn the trust of core of the Democratic Party means he is the riskiest candidate standing on this stage.,25.0,True,"[('care', 1), ('money', 1), ('mayor', 1), ('bloomberg', 1), ('the', 1), ('core', 2), ('democratic', 2), ('party', 2), ('trust', 3), ('earn', 2), ('and', 1), ('mean', 1), ('riskiest', 1), ('candidate', 1), ('stand', 1)]"
68,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Gayle King,All right Senator Warren thank you. Mayor Bloomberg would you like to respond? Mayor Bloomberg?,6.0,False,"[('all', 1), ('senator', 1), ('warren', 1), ('mayor', 2), ('bloomberg', 2), ('respond', 1)]"
69,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,I have been training for this job since I stepped on the pile that was still smoldering on 9/11. I know what to do.  shown I know how to run a country.  run the city which is almost the same size  is bigger than most countries in the world.  the one choice that makes some sense. I have the experience I have the resources and I have the record. And all those sideshows that the Senator wants to bring up have nothing to do with that. When people hired me to run New York City three times in an overwhelmingly Democratic progressive city they elected me again and again.,39.0,True,"[('training', 1), ('job', 1), ('since', 1), ('step', 1), ('pile', 1), ('smolder', 1), ('show', 1), ('city', 3), ('almost', 1), ('size', 1), ('bigger', 1), ('country', 1), ('world', 1), ('choice', 1), ('make', 1), ('sense', 1), ('experience', 1), ('resource', 1), ('record', 1), ('and', 1), ('sideshow', 1), ('senator', 1), ('want', 1), ('nothing', 1), ('when', 1), ('hire', 1), ('new', 1), ('york', 1), ('time', 1), ('overwhelmingly', 1), ('democratic', 1), ('progressive', 1), ('elect', 1)]"
78,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren, and referred to what I talk about as a sideshow. This is personal for me. When I was 21 years old I got my first job as a special education teacher. I loved that job. And by the end of the first year I was visibly pregnant. The principal wished me luck and gave my job to someone else. Pregnancy discrimination? You bet. But I was 21 years old I  have a union to protect me and I  have any federal law on my side. So I packed up my stuff and I went home. At least I  have a boss who said to me Kill it the way that Mayor Bloomberg-,39.0,True,"[('refer', 1), ('sideshow', 1), ('this', 1), ('personal', 1), ('when', 1), ('year', 2), ('old', 2), ('get', 1), ('job', 3), ('special', 1), ('education', 1), ('teacher', 1), ('love', 1), ('and', 1), ('end', 1), ('visibly', 1), ('pregnant', 1), ('the', 1), ('principal', 1), ('wish', 1), ('luck', 1), ('give', 1), ('pregnancy', 1), ('discrimination', 1), ('you', 1), ('bet', 1), ('but', 1), ('union', 1), ('protect', 1), ('federal', 1), ('law', 1), ('side', 1), ('packed', 1), ('stuff', 1), ('go', 1), ('home', 1), ('least', 1), ('bos', 1), ('say', 1), ('kill', 1), ('mayor', 1), ('bloomberg', 1)]"
89,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,And for the record if she was a teacher in New York City she would never have had that problem. We treated our teachers the right way and the unions will tell you exactly that.,9.0,True,"[('and', 1), ('record', 1), ('teacher', 2), ('new', 1), ('york', 1), ('city', 1), ('problem', 1), ('treat', 1), ('union', 1), ('exactly', 1)]"
91,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,Then let us have  the women have an opportunity to speak. The Bloomberg corporations and Mayor Bloomberg himself have been accused of discrimination. They are bound by nondisclosures so that they cannot speak. If he says there is nothing to hide here then sign a blanket release and let those women speak out-,23.0,True,"[('then', 1), ('woman', 2), ('opportunity', 1), ('speak', 3), ('the', 1), ('bloomberg', 2), ('corporation', 1), ('mayor', 1), ('accuse', 1), ('discrimination', 1), ('they', 1), ('bound', 1), ('nondisclosures', 1), ('say', 1), ('nothing', 1), ('hide', 1), ('sign', 1), ('blanket', 1), ('release', 1), ('out', 1)]"
101,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah ODonnell,Thank you. Thank you. We have a number of issues to discuss tonight but I want to give the Mayor an opportunity to respond because she has raised concerns about women in your workplace. At the last debate you said some of your female employees might not have liked some of your jokes. Did these women take your jokes wrong? Or were you wrong to make the jokes?,18.0,False,"[('thank', 2), ('issue', 1), ('discus', 1), ('give', 1), ('mayor', 1), ('opportunity', 1), ('respond', 1), ('raise', 1), ('concern', 1), ('woman', 2), ('workplace', 1), ('say', 1), ('female', 1), ('employee', 1), ('might', 1), ('like', 1), ('joke', 3), ('do', 1)]"
102,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,Probably wrong to make the jokes. I  remember what they were so I assume if it bothered them I was wrong and I apologize.  sorry for that. But what happened here is we went back 40 years and we could only find three cases where women said they were uncomfortable. Nobody accused me of doing anything other than just making a comment or two. And what the Senator did suggest was that we release these women from the nondisclosure agreement. I did that two days later and my company has said we will not use nondisclosure agreements ever again. The Senator has got it and I  know what else she wants us to do.,36.0,True,"[('probably', 1), ('joke', 1), ('remember', 1), ('assume', 1), ('bother', 1), ('apologize', 1), ('sorry', 1), ('but', 1), ('happen', 1), ('go', 1), ('year', 1), ('find', 1), ('case', 1), ('woman', 2), ('say', 2), ('uncomfortable', 1), ('nobody', 1), ('accuse', 1), ('anything', 1), ('make', 1), ('comment', 1), ('and', 1), ('senator', 2), ('suggest', 1), ('release', 1), ('nondisclosure', 2), ('agreement', 2), ('day', 1), ('later', 1), ('company', 1), ('ever', 1), ('the', 1), ('get', 1), ('want', 1)]"
106,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,And the trouble is with this Senator enough is never enough for what this   going to start focusing on some of these other things. We just cannot continue to re-litigate this every time. We did what she asked. And thank you  probably made the world better because of it. And by my company renouncing using these we probably changed hopefully the corporate landscape all across America.,21.0,True,"[('and', 3), ('trouble', 1), ('senator', 1), ('go', 1), ('focus', 1), ('thing', 1), ('relitigate', 1), ('ask', 1), ('probably', 2), ('make', 1), ('world', 1), ('well', 1), ('company', 1), ('renounce', 1), ('use', 1), ('change', 1), ('hopefully', 1), ('corporate', 1), ('landscape', 1), ('america', 1)]"
110,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Gayle King,Senator Warren that is a very serious charge that you leveled at the Mayor.,3.0,False,"[('senator', 1), ('warren', 1), ('serious', 1), ('charge', 1), ('level', 1), ('mayor', 1)]"
112,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Gayle King,He told a woman to get an abortion. What evidence do you have of that?,4.0,False,"[('told', 1), ('woman', 1), ('abortion', 1), ('what', 1), ('evidence', 1)]"
119,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,Categorically never said it. When I was accused of doing it we  figure out what she was talking about. But right now  sorry if she heard what she thought she heard or whatever happened. I  take any pleasure in that. And  just got to go on. But I never said it. Come on.,18.0,True,"[('categorically', 1), ('say', 2), ('when', 1), ('accuse', 1), ('figure', 1), ('talk', 1), ('but', 2), ('sorry', 1), ('heard', 2), ('thought', 1), ('whatever', 1), ('happen', 1), ('pleasure', 1), ('and', 1), ('get', 1), ('come', 1)]"
121,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,What I asked the Mayor to do is to do a release of all people who have discrimination claims-,5.0,True,"[('what', 1), ('ask', 1), ('mayor', 1), ('release', 1), ('discrimination', 1), ('claim', 1)]"
126,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah ODonnell,We want to get to the issue of electability and the ideological difference within the Democratic Party.,6.0,False,"[('electability', 1), ('ideological', 1), ('difference', 1), ('within', 1), ('democratic', 1), ('party', 1)]"
131,02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah ODonnell, the cost of your agenda. Yesterday you released information about how you will pay for your major proposals but not all of your details are clear. You proposed more than $ 50 trillion in new spending.  said Medicare for All-,15.0,False,"[('agenda', 1), ('yesterday', 1), ('release', 1), ('information', 1), ('pay', 1), ('major', 1), ('proposal', 1), ('detail', 1), ('you', 1), ('propose', 1), ('trillion', 1), ('spending', 1), ('say', 1), ('medicare', 1), ('all', 1)]"
